"","Frage1m","Frage2_SQ001","Frage3_SQ001","Frage3_SQ002","Frage3_SQ003","Frage3_SQ004","Frage3_SQ005","Frage3_SQ006","Frage3_SQ007","Frage3_SQ008","Frage3_SQ009","Frage3_SQ010","Frage3_SQ011","Frage3_SQ012","Frage3_SQ013","Frage3_SQ014","Frage3_SQ015","Frage3_SQ016","Frage3_SQ017","Frage3_SQ018","Frage3_SQ019","Frage4_SQ001","Frage5_SQ001","Frage5_SQ002","Frage5_SQ003","Frage5_SQ004","Frage5_SQ005","Frage5_SQ006","Frage5_SQ007","Frage5_SQ008","Frage5_SQ009","Frage5_SQ010","Frage5_SQ011","Frage5_SQ012","Frage5_SQ013","Frage5_SQ014","Frage5_SQ015","Frage5_SQ016","Frage5_SQ017","Frage5_SQ018","Frage6_SQ001","Frage6_SQ002","Frage6_SQ003","Frage6_SQ004","Frage6_SQ005","Frage6_SQ006","Frage6_SQ007","Frage6_SQ008","Frage6_SQ009","Frage6_SQ010","Frage6_SQ011","Frage6_SQ012","Frage6_SQ013","Frage6_SQ014","Frage6_SQ015","Frage6_SQ016","Frage6_SQ017","Frage6_SQ018","Frage7_A1","Frage8_1","Frage8_2","Frage8_3","Frage8_4","Frage8_5","Frage9","Frage10_SQ002","Frage10b_SQ001","Frage11_SQ001","Frage12_SQ001","Frage12_SQ002","Frage12_SQ003","Frage12_SQ004","Frage12_SQ005","Frage12_SQ006","Frage12_SQ007","Frage12_SQ008","methode","geschlecht","alter_koh","aufenthaltsdauer","gemeinde_groesse","bezirk_code","bezirk_name_kurz"
"1017",6,4,6,2,6,6,4,4,6,3,6,6,6,4,3,4,NA,6,6,6,5,3,5,6,6,5,4,6,NA,5,6,6,3,NA,NA,3,4,6,6,6,5,6,6,5,4,6,NA,5,6,6,3,NA,NA,3,4,6,6,6,4,4,5,11,13,15,NA,NA,NA,2,3,3,2,2,2,3,2,3,"P&P",1,"80+","Alteingesessen","20001 bis 50000",109,"Uster"
"1018",3,4,6,5,6,6,6,6,6,6,6,5,5,5,5,6,6,5,6,6,6,4,6,6,5,6,6,5,6,6,5,5,5,6,6,6,5,6,6,6,6,5,6,6,6,6,5,5,6,5,6,6,6,6,5,6,5,6,5,16,12,10,13,1,3,60,117,3,4,4,4,4,4,4,4,4,"online",1,"18 bis 24","Alteingesessen","20001 bis 50000",103,"Bülach"
"1019",3,4,5,5,6,4,6,2,6,4,NA,4,5,5,6,4,NA,4,6,4,NA,3,4,5,4,NA,NA,4,6,NA,5,4,3,4,3,4,4,NA,3,4,4,5,5,NA,NA,5,5,NA,4,4,NA,4,4,5,4,4,4,4,4,11,9,2,7,12,2,83,104,2,1,2,2,3,3,NA,2,NA,"P&P",2,"75 bis 79","Alteingesessen","2001 bis 5000",102,"Andelfingen"
"1020",8,3,6,2,6,6,7,6,6,6,2,2,5,6,6,6,6,6,7,5,6,3,5,6,6,5,6,6,6,2,2,2,5,6,6,6,4,5,6,6,6,6,6,NA,NA,6,2,NA,NA,NA,NA,4,2,2,4,6,4,2,3,15,10,9,2,3,2,90,110,2,1,3,3,3,3,3,2,NA,"online",1,"55 bis 59","Alteingesessen","2001 bis 5000",110,"Winterthur"
"1021",2,4,5,4,6,5,5,5,5,5,4,5,7,4,4,5,3,5,5,6,5,3,5,5,6,5,5,6,6,4,5,4,5,6,4,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,10,15,2,11,6,2,90,110,2,3,3,4,2,3,3,2,3,"online",1,"40 bis 44","Alteingesessen","20001 bis 50000",109,"Uster"
"1022",4,4,7,1,NA,6,7,7,7,2,1,1,7,2,6,NA,NA,5,7,7,6,4,5,NA,6,3,NA,6,1,NA,4,5,NA,1,NA,3,5,5,NA,6,6,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3,7,4,14,15,NA,NA,NA,2,1,4,3,4,NA,NA,NA,NA,"online",2,"35 bis 39","Alteingesessen","10001 bis 20000",109,"Uster"
"1023",3,4,6,5,7,4,6,5,6,4,6,NA,6,4,7,NA,NA,6,7,7,7,2,5,3,5,4,NA,6,7,NA,7,5,NA,4,NA,NA,NA,5,2,5,6,4,7,4,NA,7,7,6,6,5,NA,4,7,NA,6,6,NA,5,3,10,1,12,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,1,2,"P&P",1,"65 bis 69","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"1024",NA,3,6,2,6,6,5,4,5,3,5,6,5,5,5,6,6,5,6,5,5,2,4,5,5,5,6,5,6,6,5,5,4,5,6,4,5,5,5,5,6,5,5,NA,3,6,2,2,NA,NA,4,4,2,4,5,5,5,NA,4,9,2,8,6,12,1,NA,NA,1,2,2,3,NA,3,3,2,3,"online",2,"50 bis 54","Alteingesessen","20001 bis 50000",106,"Horgen"
"1025",3,4,6,3,6,6,7,3,5,3,NA,2,7,3,6,NA,1,6,7,6,7,4,5,5,5,5,3,6,6,3,5,2,2,4,2,4,5,5,2,6,6,6,7,NA,NA,6,5,NA,6,6,NA,3,NA,3,4,6,6,5,4,2,12,15,10,1,2,100,130,3,1,3,4,3,2,2,2,3,"online",1,"18 bis 24","Alteingesessen","1001 bis 2000",108,"Pfäffikon"
"1026",1,2,6,7,1,7,6,7,7,1,6,6,6,7,7,6,1,7,7,7,1,3,4,7,7,4,4,6,2,7,7,7,4,2,4,2,6,5,5,7,5,5,4,5,5,6,4,4,4,7,5,5,4,5,5,6,5,5,5,3,6,7,15,11,2,80,130,2,1,1,1,4,4,4,1,3,"online",2,"55 bis 59","Neuzuzüger","10001 bis 20000",108,"Pfäffikon"
"1027",6,3,5,4,4,4,5,6,5,4,4,3,5,6,5,6,4,5,6,5,6,3,5,4,5,6,4,5,5,3,5,4,2,6,4,2,5,6,3,4,4,2,6,NA,4,6,4,NA,4,4,2,5,4,NA,5,4,6,4,4,4,5,15,3,8,NA,NA,NA,2,2,2,3,1,2,3,3,3,"online",1,"35 bis 39","Alteingesessen","<1000",102,"Andelfingen"
"1028",6,3,5,1,7,7,7,7,7,4,4,4,4,4,7,7,4,4,1,4,4,3,7,7,5,3,3,5,5,3,5,5,3,5,3,3,3,7,3,7,7,7,7,4,4,7,4,4,4,4,4,4,4,4,4,7,4,7,3,2,5,14,15,10,1,89,129,2,3,2,4,1,1,1,1,1,"P&P",2,"70 bis 74","Alteingesessen","20001 bis 50000",109,"Uster"
"1029",2,4,3,2,4,4,6,5,6,6,3,4,6,3,5,6,1,6,7,6,6,4,3,4,7,5,5,5,5,5,5,5,3,5,2,5,5,3,6,6,5,5,6,NA,6,6,5,NA,5,5,NA,5,NA,6,6,4,6,6,3,3,12,4,1,11,2,85,120,2,1,3,4,3,3,4,2,3,"online",1,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"1030",2,4,7,7,1,6,1,6,2,1,2,1,5,1,1,4,1,4,1,4,3,4,3,3,3,2,2,1,1,1,6,1,1,1,1,1,1,5,1,1,7,5,5,4,NA,7,7,NA,NA,NA,4,5,4,7,7,6,5,3,3,2,13,15,7,9,NA,NA,NA,2,2,3,NA,NA,NA,3,1,NA,"online",2,"35 bis 39","Alteingesessen",">100000",110,"Winterthur"
"1031",2,4,5,5,3,7,6,7,4,5,4,7,6,5,7,7,2,5,7,7,7,4,7,7,7,6,6,7,2,7,7,7,5,3,4,5,6,6,1,7,4,6,5,NA,NA,7,5,6,7,NA,NA,NA,NA,3,4,6,3,6,4,4,7,3,15,10,NA,NA,NA,1,1,NA,3,1,3,3,3,3,"online",2,"30 bis 34","Alteingesessen","10001 bis 20000",106,"Horgen"
"1032",6,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,6,NA,6,NA,NA,6,NA,NA,3,6,6,NA,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"P&P",2,"80+","Alteingesessen","10001 bis 20000",104,"Dielsdorf"
"1033",3,4,7,2,6,5,6,NA,2,3,5,7,2,6,5,6,7,NA,5,7,4,2,7,7,5,5,4,7,7,7,7,7,5,6,7,2,3,5,5,5,5,5,5,1,NA,1,3,NA,NA,1,1,1,1,NA,NA,2,4,NA,3,9,4,10,11,15,2,NA,110,2,1,4,4,2,4,4,1,4,"online",1,"45 bis 49","Alteingesessen","<1000",102,"Andelfingen"
"1034",1,4,6,4,7,6,7,7,6,4,6,7,6,6,6,7,6,6,7,7,5,3,7,4,6,6,NA,7,NA,7,7,6,NA,7,6,6,7,6,7,6,7,4,7,NA,NA,7,6,7,7,7,NA,7,6,4,7,7,7,7,4,11,6,7,4,8,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,3,"online",1,"65 bis 69","Alteingesessen","2001 bis 5000",103,"Bülach"
"1035",6,4,5,5,6,4,5,5,5,4,4,5,5,4,4,5,2,6,7,5,5,3,4,4,6,5,5,6,6,5,6,5,3,5,4,4,4,3,5,5,4,5,5,NA,4,5,6,NA,NA,NA,5,5,NA,5,4,5,5,5,5,2,4,3,15,1,2,100,100,2,2,3,3,2,2,4,1,3,"online",1,"45 bis 49","Alteingesessen","2001 bis 5000",107,"Meilen"
"1036",7,4,6,1,7,4,4,6,5,5,2,3,4,2,3,7,2,5,7,7,3,4,5,6,7,3,4,6,4,3,3,2,NA,5,4,6,6,6,7,7,7,7,6,NA,5,6,7,NA,NA,NA,NA,6,NA,6,5,6,6,4,3,15,2,4,10,12,1,NA,NA,2,2,3,4,2,3,3,2,3,"online",1,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"1037",2,4,7,6,6,4,6,4,6,5,6,4,5,6,5,6,4,4,6,6,4,4,7,7,7,6,6,7,7,7,7,6,6,7,5,5,6,6,6,7,5,7,7,6,6,7,7,6,6,7,NA,6,6,6,6,6,6,6,3,3,4,14,2,11,2,105,135,3,2,3,4,2,3,3,3,3,"P&P",1,"65 bis 69","Alteingesessen","10001 bis 20000",108,"Pfäffikon"
"1038",3,4,5,2,1,6,7,6,2,4,1,1,6,1,6,5,1,7,6,7,6,3,4,4,7,6,4,7,1,5,6,6,4,5,4,4,4,6,7,7,6,NA,7,NA,NA,6,NA,NA,NA,7,NA,NA,NA,6,6,6,6,NA,3,15,3,4,12,11,2,80,120,3,3,4,4,3,2,3,1,3,"online",2,"50 bis 54","Neuzuzüger","5001 bis 10000",107,"Meilen"
"1039",6,4,7,1,5,NA,4,NA,6,3,6,5,6,5,6,7,NA,6,7,7,5,3,5,7,7,5,6,7,7,5,6,6,4,7,6,6,6,6,4,6,5,7,7,5,6,7,7,5,6,6,4,6,6,6,6,6,4,6,4,3,4,2,11,9,2,75,123,2,1,3,3,3,3,4,1,3,"P&P",2,"75 bis 79","Alteingesessen",">100000",112,"Zürich"
"1040",4,3,7,4,7,7,7,7,5,4,1,NA,7,4,7,7,7,7,7,7,7,3,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,NA,4,7,7,NA,NA,3,NA,2,2,2,1,3,5,4,3,3,2,4,9,15,NA,NA,NA,3,1,4,4,4,4,4,1,NA,"online",2,"40 bis 44","Alteingesessen","<1000",102,"Andelfingen"
"1041",4,2,2,3,7,7,7,7,7,2,7,6,7,4,4,7,1,7,7,7,1,3,5,7,7,6,3,7,6,6,7,7,3,2,2,3,4,5,5,7,6,7,4,5,4,6,6,6,5,4,5,6,6,6,6,4,5,5,5,3,11,15,5,10,2,90,100,1,2,2,3,3,3,3,1,3,"online",1,"65 bis 69","Neuzuzüger","5001 bis 10000",108,"Pfäffikon"
"1042",2,4,6,5,7,6,6,6,6,6,5,5,6,6,5,6,5,5,6,7,6,3,4,6,7,4,4,6,7,5,5,5,7,5,5,5,5,6,4,6,6,6,6,5,5,6,6,6,6,5,6,6,5,6,6,6,6,6,4,3,2,15,4,10,2,60,120,3,3,3,3,NA,3,3,2,NA,"online",1,"50 bis 54","Alteingesessen","2001 bis 5000",110,"Winterthur"
"1043",3,4,3,5,6,5,NA,1,2,5,3,7,5,7,7,3,5,5,7,5,7,4,5,3,5,4,3,6,7,4,NA,3,3,6,3,7,6,4,4,5,6,3,6,4,NA,NA,7,3,NA,3,3,6,6,6,7,6,7,6,5,9,7,2,5,11,2,72,72,1,2,2,3,3,3,4,1,3,"online",1,"60 bis 64","Alteingesessen","1001 bis 2000",101,"Affoltern"
"1044",2,3,6,1,5,6,6,6,6,3,7,7,6,3,4,7,1,6,6,6,4,4,5,7,7,5,5,6,3,6,7,7,4,5,3,1,5,7,2,5,5,7,6,NA,NA,6,NA,7,7,6,NA,NA,NA,NA,6,6,6,6,4,11,3,5,4,8,2,95,105,2,1,3,3,4,2,2,1,4,"online",1,"60 bis 64","Alteingesessen","20001 bis 50000",106,"Horgen"
"1045",NA,4,7,6,7,7,6,4,5,6,7,7,6,6,6,6,NA,4,7,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,2,3,1,3,"P&P",1,"80+","Alteingesessen","5001 bis 10000",104,"Dielsdorf"
"1046",2,4,4,3,6,6,7,7,5,2,5,3,6,4,7,6,3,7,7,7,5,4,5,5,6,7,5,7,4,2,3,4,2,6,4,3,4,6,5,6,7,4,6,7,7,5,7,7,7,7,7,7,7,7,7,7,7,5,3,4,3,8,10,6,1,NA,NA,3,1,2,4,3,2,2,1,4,"online",1,"50 bis 54","Alteingesessen","1001 bis 2000",101,"Affoltern"
"1047",7,3,5,2,6,3,5,6,4,3,5,4,5,3,2,5,4,6,5,5,5,3,4,6,5,4,4,5,6,5,6,6,4,5,5,4,3,4,3,6,6,6,6,NA,6,6,5,NA,NA,NA,5,4,NA,5,5,5,NA,6,4,2,15,6,11,4,2,72,100,3,2,3,3,3,3,3,3,3,"online",2,"50 bis 54","Alteingesessen","1001 bis 2000",105,"Hinwil"
"1048",NA,4,7,1,7,7,7,7,7,1,7,3,1,2,7,3,7,NA,6,7,1,4,4,4,7,NA,NA,7,NA,NA,7,7,NA,NA,3,1,1,7,NA,NA,7,7,7,NA,NA,7,7,NA,NA,NA,NA,7,7,7,7,7,NA,NA,3,NA,NA,NA,NA,NA,1,74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",2,"80+","Alteingesessen","20001 bis 50000",109,"Uster"
"1049",2,4,7,5,7,7,5,4,7,4,7,NA,6,NA,7,4,NA,7,7,6,7,3,7,7,4,6,7,7,7,7,7,7,NA,7,7,5,4,NA,4,4,4,4,NA,4,4,7,6,NA,6,5,NA,NA,NA,4,4,NA,5,NA,4,2,3,10,4,11,2,94,110,2,3,3,2,3,1,1,1,3,"online",1,"55 bis 59","Alteingesessen","<1000",110,"Winterthur"
"1050",6,3,7,4,4,5,6,7,7,5,7,7,6,3,6,7,3,7,7,7,3,3,6,7,7,6,6,7,NA,7,7,7,1,7,NA,6,6,7,7,7,5,6,6,5,5,7,NA,5,6,5,NA,NA,NA,5,6,6,6,6,4,3,11,14,5,7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"P&P",2,"65 bis 69","Alteingesessen","20001 bis 50000",105,"Hinwil"
"1051",1,4,7,1,7,4,7,6,7,7,4,2,7,5,2,5,5,3,7,7,7,3,5,5,7,7,7,7,7,4,4,7,5,7,7,4,7,7,6,7,4,6,5,5,6,2,NA,NA,NA,NA,NA,4,6,2,6,6,4,4,3,1,9,15,2,3,1,NA,NA,3,2,3,4,4,1,1,1,1,"online",1,"35 bis 39","Neuzuzüger","20001 bis 50000",103,"Bülach"
"1052",7,3,7,3,7,6,6,6,7,6,6,3,6,5,6,7,7,6,7,6,7,3,7,3,6,7,7,4,7,5,7,7,3,7,7,6,5,6,3,7,7,6,7,4,NA,6,NA,NA,5,NA,NA,NA,NA,NA,5,6,3,NA,3,4,12,9,13,NA,2,72,130,3,NA,NA,3,3,NA,NA,2,3,"online",2,"65 bis 69","Neuzuzüger","10001 bis 20000",107,"Meilen"
"1053",8,4,1,1,7,7,7,4,7,7,4,7,7,7,7,7,7,4,7,5,7,3,3,7,5,3,4,7,7,7,7,4,1,7,7,7,7,3,7,7,NA,4,7,NA,NA,1,6,2,NA,NA,1,4,1,4,6,7,2,1,3,9,7,13,2,15,2,90,110,2,1,3,3,3,NA,NA,1,4,"online",2,"40 bis 44","Alteingesessen",">100000",112,"Zürich"
"1054",1,3,7,1,6,7,5,7,3,2,2,NA,4,2,6,7,2,5,1,6,7,3,5,6,6,6,6,6,7,4,5,3,1,6,2,2,5,7,6,3,5,4,5,4,5,5,6,NA,6,6,NA,6,NA,5,4,3,5,5,4,4,5,3,8,6,2,95,120,2,2,2,1,2,3,3,3,3,"online",1,"45 bis 49","Alteingesessen","<1000",104,"Dielsdorf"
"1055",1,4,3,4,4,5,5,4,6,5,6,5,6,6,5,6,4,5,7,6,6,4,4,4,5,6,6,6,6,6,6,6,5,6,6,6,6,3,6,7,6,6,6,6,6,6,NA,6,NA,NA,NA,NA,NA,6,6,6,6,6,3,15,2,13,4,14,2,85,115,2,2,3,3,3,3,3,2,3,"online",1,"35 bis 39","Alteingesessen",">100000",112,"Zürich"
"1056",6,3,6,5,5,6,7,6,3,4,5,6,6,4,4,7,1,5,4,6,1,3,7,7,7,5,6,7,6,7,7,7,1,5,1,5,7,6,7,7,6,6,6,5,5,6,3,5,5,4,1,3,2,3,3,4,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"75 bis 79","Alteingesessen","<1000",104,"Dielsdorf"
"1057",4,3,7,7,7,6,6,6,6,NA,4,4,6,6,6,6,6,4,7,6,4,3,7,7,6,5,7,7,7,7,6,6,6,6,7,6,6,7,7,6,7,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,4,9,15,10,11,3,NA,NA,NA,2,NA,NA,NA,NA,3,3,1,3,"online",1,"55 bis 59","Alteingesessen",">100000",112,"Zürich"
"1058",1,4,7,NA,NA,6,7,5,7,6,5,6,6,7,6,5,NA,3,7,6,NA,4,6,6,6,NA,6,7,5,NA,7,5,NA,NA,NA,6,6,7,5,5,7,7,6,NA,NA,7,NA,NA,6,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",2,"80+","Alteingesessen","20001 bis 50000",103,"Bülach"
"1059",3,3,7,3,4,4,6,NA,NA,3,6,6,6,4,6,6,1,4,4,4,3,3,5,5,6,5,5,6,3,6,6,6,5,4,4,6,5,6,3,6,5,5,6,5,5,6,NA,5,6,6,NA,7,NA,7,7,6,NA,6,NA,6,10,11,13,7,2,85,115,NA,3,3,4,4,2,3,2,4,"P&P",1,"65 bis 69","Alteingesessen","20001 bis 50000",103,"Bülach"
"1060",1,4,4,7,7,7,7,4,7,4,4,4,7,7,4,4,4,7,7,4,7,3,7,3,7,7,3,7,7,7,3,3,3,3,3,3,7,3,7,7,5,6,5,5,5,5,6,NA,NA,3,NA,5,3,3,6,6,5,3,3,6,7,15,2,4,2,80,120,2,1,1,4,1,4,4,4,4,"online",2,"40 bis 44","Neuzuzüger","<1000",102,"Andelfingen"
"1061",4,4,5,4,7,6,6,4,6,6,4,4,6,6,4,4,5,6,7,6,7,4,5,4,7,7,6,7,7,7,7,6,4,7,7,6,7,6,7,7,5,NA,7,NA,6,7,7,NA,NA,6,NA,6,7,4,6,6,2,NA,3,2,1,15,13,9,2,100,130,3,3,3,4,3,3,3,2,3,"online",2,"50 bis 54","Alteingesessen","20001 bis 50000",109,"Uster"
"1062",1,3,1,4,5,7,7,5,1,1,1,1,1,1,7,4,2,4,1,3,4,3,4,5,2,4,2,6,6,2,4,2,1,6,2,1,3,4,1,4,6,7,7,6,7,NA,7,NA,NA,NA,NA,7,NA,7,7,6,7,7,4,16,15,5,3,2,2,90,110,1,3,3,4,2,1,3,1,3,"online",1,"18 bis 24","Alteingesessen","2001 bis 5000",108,"Pfäffikon"
"1063",5,4,7,6,6,6,6,6,7,4,6,6,6,3,7,4,NA,5,7,6,2,3,4,3,5,5,4,7,6,5,6,6,4,6,5,6,6,6,3,3,5,5,5,NA,NA,7,6,6,NA,NA,NA,6,NA,3,NA,6,NA,NA,3,2,4,3,5,13,2,85,116,2,2,3,3,3,1,1,1,3,"P&P",1,"75 bis 79","Alteingesessen","5001 bis 10000",101,"Affoltern"
"1064",2,4,6,7,7,6,7,5,4,2,3,4,5,4,6,6,1,7,6,7,6,4,7,6,7,6,6,6,6,5,5,2,1,6,1,5,6,6,6,6,7,7,7,NA,NA,5,6,NA,NA,NA,NA,6,6,6,6,7,5,6,3,3,1,14,5,15,1,NA,NA,2,2,2,3,1,1,3,3,2,"online",1,"55 bis 59","Alteingesessen","<1000",102,"Andelfingen"
"1065",2,4,7,5,6,6,7,5,6,5,4,5,6,4,7,6,3,4,7,5,7,4,5,7,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,6,7,6,7,7,7,6,6,6,NA,6,7,7,6,6,7,6,3,2,3,15,4,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"50 bis 54","Alteingesessen","2001 bis 5000",102,"Andelfingen"
"1066",1,4,7,6,NA,6,7,7,7,6,7,NA,7,6,6,7,NA,7,7,6,7,3,5,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,7,4,3,5,12,11,15,2,100,100,2,4,1,3,1,3,4,1,3,"online",2,"70 bis 74","Neuzuzüger",">100000",110,"Winterthur"
"1067",5,4,7,6,7,NA,6,7,7,6,7,7,7,6,7,7,6,7,7,7,6,4,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,3,4,2,15,11,9,2,82,105,1,2,1,4,1,1,1,3,3,"P&P",2,"70 bis 74","Alteingesessen","5001 bis 10000",106,"Horgen"
"1068",2,4,6,4,1,5,6,4,4,4,6,3,6,4,6,4,1,7,4,6,6,3,6,7,7,6,4,7,2,7,7,7,4,2,2,2,4,6,4,6,6,6,4,3,3,6,NA,NA,4,3,NA,NA,NA,6,4,6,NA,6,4,3,11,4,6,15,2,95,105,2,1,1,2,1,2,4,2,3,"online",2,"55 bis 59","Alteingesessen","10001 bis 20000",108,"Pfäffikon"
"1069",6,4,7,4,1,5,6,4,7,4,1,7,7,1,7,7,1,7,1,7,7,4,5,7,5,5,7,7,5,7,7,1,7,5,1,1,5,7,7,7,7,NA,6,6,7,7,3,6,7,6,7,3,3,4,4,6,7,7,3,3,7,4,5,15,NA,NA,NA,2,3,1,3,2,4,4,3,3,"online",2,"35 bis 39","Alteingesessen","2001 bis 5000",103,"Bülach"
"1070",2,4,7,4,1,5,7,4,7,4,7,7,7,4,7,7,1,4,7,4,1,3,6,7,7,5,7,7,NA,5,7,7,NA,7,NA,4,7,7,NA,7,6,7,6,NA,NA,7,NA,NA,NA,6,NA,NA,NA,5,5,6,NA,NA,3,10,4,2,3,5,2,90,110,2,2,3,4,2,1,3,1,1,"online",2,"60 bis 64","Alteingesessen","20001 bis 50000",106,"Horgen"
"1071",4,4,7,6,7,7,7,7,7,7,7,7,7,7,5,7,3,7,7,7,5,4,5,7,7,7,6,6,7,5,NA,7,7,NA,6,6,6,7,6,7,7,7,7,6,7,7,7,NA,NA,NA,NA,7,NA,7,7,6,7,5,3,14,11,12,6,3,NA,NA,NA,NA,1,NA,3,NA,3,4,NA,NA,"online",2,"60 bis 64","Alteingesessen",">100000",110,"Winterthur"
"1072",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"25 bis 29","Neuzuzüger","1001 bis 2000",104,"Dielsdorf"
"1073",7,3,4,2,6,5,5,4,5,6,6,5,6,5,4,6,6,6,6,6,5,3,6,5,6,6,5,6,6,6,6,5,5,6,6,6,6,5,6,6,3,NA,5,4,NA,5,5,NA,NA,NA,NA,4,3,5,2,5,4,5,3,14,2,1,6,13,2,90,110,2,1,2,3,3,2,2,1,3,"online",1,"50 bis 54","Alteingesessen",">100000",110,"Winterthur"
"1074",6,4,5,4,6,4,5,4,3,3,4,4,4,3,6,5,5,5,5,6,6,3,4,2,4,5,4,7,7,5,4,3,1,4,4,1,3,7,1,1,2,2,4,4,3,7,7,3,4,4,1,3,3,1,3,7,1,1,3,5,2,3,4,NA,2,72,130,2,3,4,4,1,3,4,1,3,"online",1,"40 bis 44","Alteingesessen","1001 bis 2000",103,"Bülach"
"1075",4,4,7,4,7,6,6,7,3,3,6,6,6,3,7,6,6,6,6,5,7,3,6,4,5,6,4,7,7,5,6,5,4,5,6,5,6,5,5,7,6,6,6,6,5,2,3,4,6,6,4,6,6,6,6,6,7,6,4,2,1,4,3,15,1,NA,NA,3,1,4,4,4,2,3,1,2,"online",1,"55 bis 59","Alteingesessen","1001 bis 2000",103,"Bülach"
"1076",4,3,5,2,7,5,5,4,5,5,4,4,7,5,6,6,7,5,5,7,5,3,5,4,7,6,6,7,7,4,5,4,4,7,7,6,6,6,6,7,5,6,6,3,4,7,3,NA,NA,NA,NA,6,5,5,4,6,6,5,3,2,10,9,1,12,2,90,110,2,3,3,3,3,2,3,2,3,"online",1,"55 bis 59","Alteingesessen","20001 bis 50000",103,"Bülach"
"1077",6,4,6,2,6,4,7,6,4,2,5,4,5,3,7,7,2,7,3,5,2,3,4,6,6,6,2,6,3,5,6,5,4,6,2,3,6,5,5,4,5,5,5,5,6,5,6,5,6,5,5,4,5,5,5,4,4,6,4,5,11,10,4,15,2,100,120,NA,2,2,4,1,3,3,1,3,"online",1,"75 bis 79","Alteingesessen","5001 bis 10000",103,"Bülach"
"1078",3,4,5,2,6,1,7,1,5,4,2,2,6,5,6,2,3,7,4,7,6,4,7,7,7,6,2,6,7,3,5,5,1,6,7,2,7,4,7,6,7,7,7,6,6,2,4,6,3,4,NA,6,1,7,6,7,6,7,3,9,2,10,11,1,NA,NA,NA,2,2,3,3,2,2,1,3,2,"online",2,"30 bis 34","Neuzuzüger","1001 bis 2000",103,"Bülach"
"1079",NA,4,5,2,2,5,6,6,6,3,5,5,6,7,7,7,NA,7,7,7,NA,3,4,5,6,3,3,3,3,5,5,5,NA,NA,NA,NA,7,7,7,7,5,5,6,5,5,7,NA,6,6,6,NA,NA,NA,4,7,7,7,7,4,7,3,11,15,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",1,"70 bis 74","Neuzuzüger","10001 bis 20000",105,"Hinwil"
"1080",2,4,2,3,6,5,6,3,3,3,NA,NA,6,3,6,5,3,5,5,5,6,3,5,3,6,4,4,5,5,NA,NA,NA,NA,6,5,3,6,3,6,5,5,3,6,3,4,4,5,NA,NA,NA,NA,3,6,4,3,6,4,NA,3,2,9,1,10,15,2,80,120,2,2,3,4,3,2,2,1,2,"online",1,"45 bis 49","Alteingesessen","<1000",104,"Dielsdorf"
