"","Frage1m","Frage2_SQ001","Frage3_SQ001","Frage3_SQ002","Frage3_SQ003","Frage3_SQ004","Frage3_SQ005","Frage3_SQ006","Frage3_SQ007","Frage3_SQ008","Frage3_SQ009","Frage3_SQ010","Frage3_SQ011","Frage3_SQ012","Frage3_SQ013","Frage3_SQ014","Frage3_SQ015","Frage3_SQ016","Frage3_SQ017","Frage3_SQ018","Frage3_SQ019","Frage4_SQ001","Frage5_SQ001","Frage5_SQ002","Frage5_SQ003","Frage5_SQ004","Frage5_SQ005","Frage5_SQ006","Frage5_SQ007","Frage5_SQ008","Frage5_SQ009","Frage5_SQ010","Frage5_SQ011","Frage5_SQ012","Frage5_SQ013","Frage5_SQ014","Frage5_SQ015","Frage5_SQ016","Frage5_SQ017","Frage5_SQ018","Frage6_SQ001","Frage6_SQ002","Frage6_SQ003","Frage6_SQ004","Frage6_SQ005","Frage6_SQ006","Frage6_SQ007","Frage6_SQ008","Frage6_SQ009","Frage6_SQ010","Frage6_SQ011","Frage6_SQ012","Frage6_SQ013","Frage6_SQ014","Frage6_SQ015","Frage6_SQ016","Frage6_SQ017","Frage6_SQ018","Frage7_A1","Frage8_1","Frage8_2","Frage8_3","Frage8_4","Frage8_5","Frage9","Frage10_SQ002","Frage10b_SQ001","Frage11_SQ001","Frage12_SQ001","Frage12_SQ002","Frage12_SQ003","Frage12_SQ004","Frage12_SQ005","Frage12_SQ006","Frage12_SQ007","Frage12_SQ008","methode","geschlecht","alter_koh","aufenthaltsdauer","gemeinde_groesse","bezirk_code","bezirk_name_kurz"
"1081",4,4,4,2,1,6,5,3,5,4,2,2,5,2,2,5,1,6,7,6,4,4,5,4,6,5,5,6,1,1,2,NA,3,1,1,3,3,5,4,3,5,6,7,5,3,7,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,3,2,4,8,5,1,NA,NA,3,3,3,4,3,3,2,2,3,"online",1,"40 bis 44","Alteingesessen",">100000",110,"Winterthur"
"1082",2,3,4,4,7,7,4,7,4,4,7,7,4,7,4,4,4,4,7,7,4,NA,4,4,7,4,4,7,7,7,7,7,4,4,4,4,4,4,4,7,7,7,7,7,7,7,4,7,7,7,4,4,4,4,4,4,4,7,5,3,7,4,6,10,NA,NA,NA,NA,1,1,1,1,1,1,1,1,"P&P",1,"80+","Alteingesessen","2001 bis 5000",102,"Andelfingen"
"1083",NA,4,7,NA,6,NA,6,NA,3,NA,NA,NA,5,5,5,6,NA,2,2,NA,NA,3,5,5,6,7,7,7,7,6,7,7,7,7,7,4,7,7,4,7,5,5,4,4,7,3,6,4,4,4,NA,3,3,3,3,6,3,3,3,3,16,11,15,2,2,NA,NA,2,1,1,NA,NA,1,NA,1,4,"P&P",1,"80+","Alteingesessen",">100000",110,"Winterthur"
"1084",5,4,7,2,6,5,6,1,7,1,3,6,5,7,6,6,7,4,7,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"45 bis 49","Neuzuzüger",">100000",110,"Winterthur"
"1085",6,2,4,5,6,6,6,6,6,6,7,7,5,5,6,5,6,6,7,6,6,2,6,5,5,5,5,5,6,5,6,7,5,6,6,6,6,5,5,5,3,2,5,5,5,5,2,5,2,1,3,2,1,2,1,2,2,2,5,2,9,1,11,16,2,92,111,3,1,2,2,4,4,4,1,4,"online",1,"65 bis 69","Alteingesessen","<1000",110,"Winterthur"
"1086",6,3,6,4,6,6,6,7,6,6,5,5,7,6,6,7,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,7,5,6,6,6,5,6,5,NA,5,NA,NA,5,NA,5,5,5,5,5,5,15,1,13,2,4,NA,NA,NA,2,NA,NA,NA,NA,3,3,NA,NA,"online",2,"25 bis 29","Neuzuzüger",">100000",112,"Zürich"
"1087",5,3,6,5,NA,4,6,4,5,5,6,5,5,3,3,7,NA,2,6,5,4,NA,4,3,6,NA,5,5,NA,6,6,7,NA,6,NA,4,4,5,5,5,6,5,3,NA,NA,7,NA,4,4,2,NA,NA,NA,5,5,6,3,4,NA,2,11,3,5,7,2,90,115,2,1,2,3,NA,3,2,1,2,"online",1,"40 bis 44","Alteingesessen","20001 bis 50000",105,"Hinwil"
"1088",NA,4,6,7,7,6,7,5,7,6,6,5,6,6,6,7,7,7,7,7,6,4,7,7,7,6,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,6,6,5,6,6,5,6,6,6,5,5,7,7,6,6,7,4,11,15,3,4,14,2,95,133,1,3,2,4,4,3,4,1,3,"P&P",2,"75 bis 79","Alteingesessen","5001 bis 10000",109,"Uster"
"1089",3,3,6,7,3,4,5,2,6,6,4,6,6,6,7,6,4,4,7,7,6,3,5,5,7,6,6,6,7,6,6,6,5,7,5,5,7,5,6,6,4,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,3,6,5,NA,3,3,2,1,15,11,2,80,120,3,1,4,4,1,2,3,2,4,"online",2,"25 bis 29","Neuzuzüger","5001 bis 10000",104,"Dielsdorf"
"1090",6,3,7,1,7,NA,7,7,6,1,6,5,7,6,7,7,1,7,7,7,7,3,5,7,7,7,4,7,6,4,7,7,1,7,1,1,1,7,4,7,6,7,6,NA,NA,7,7,NA,6,NA,NA,NA,NA,NA,5,6,5,6,5,3,4,15,5,16,2,40,70,1,1,1,3,1,1,4,1,1,"online",2,"55 bis 59","Neuzuzüger","5001 bis 10000",104,"Dielsdorf"
"1091",3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,7,7,NA,6,7,7,4,6,6,7,7,7,6,7,NA,7,7,5,7,6,4,NA,1,6,5,4,NA,6,1,4,5,1,NA,6,6,4,3,1,10,12,15,2,24,50,NA,4,2,2,NA,2,NA,2,4,"online",2,"45 bis 49","Alteingesessen","2001 bis 5000",104,"Dielsdorf"
"1092",2,4,5,4,6,7,4,6,7,4,NA,6,5,4,4,NA,5,5,4,5,5,3,5,4,6,5,5,5,7,6,6,5,3,6,6,5,5,6,3,6,6,5,5,5,5,5,6,5,5,4,5,5,5,5,5,4,5,5,4,10,4,2,12,14,2,90,115,2,1,3,3,3,2,4,1,3,"online",2,"70 bis 74","Alteingesessen","<1000",108,"Pfäffikon"
"1093",6,3,6,5,5,6,NA,4,5,5,5,5,6,5,6,6,6,5,6,5,6,3,7,7,7,6,7,7,7,6,6,6,3,5,4,6,6,6,5,5,5,5,5,6,6,7,5,7,6,6,6,7,6,NA,7,6,7,7,4,2,3,4,1,10,2,95,105,2,3,2,3,2,1,3,2,3,"P&P",1,"70 bis 74","Alteingesessen","10001 bis 20000",109,"Uster"
"1094",3,3,5,3,4,4,6,3,4,3,2,3,6,3,7,3,3,5,1,2,7,3,3,3,4,5,2,4,6,3,4,5,4,6,4,4,6,5,5,3,4,5,5,4,4,3,4,4,3,5,5,3,4,5,3,5,4,4,5,1,5,7,10,11,2,62,80,2,2,3,3,2,1,3,3,3,"online",1,"25 bis 29","Neuzuzüger","1001 bis 2000",101,"Affoltern"
"1095",2,4,7,5,6,5,5,5,6,4,5,5,5,6,6,7,5,6,7,6,6,4,5,5,6,4,5,6,6,6,5,5,6,6,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,7,3,2,1,6,4,10,1,NA,NA,2,2,3,3,2,2,3,2,2,"online",2,"18 bis 24","Alteingesessen",">100000",112,"Zürich"
"1096",7,4,7,5,6,3,7,2,7,7,6,4,6,6,3,7,6,7,7,7,6,4,6,6,7,6,NA,7,6,4,6,6,6,6,6,4,7,6,7,7,6,6,7,7,NA,7,7,6,7,7,6,7,4,6,7,7,4,7,3,9,2,4,3,6,2,90,104,2,3,3,3,2,3,3,1,3,"online",2,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"1097",4,3,7,NA,6,6,6,3,6,6,6,NA,6,3,6,3,2,6,7,6,NA,3,5,6,7,4,5,6,6,7,NA,7,6,6,6,6,5,6,6,6,5,6,5,5,5,5,5,NA,6,3,5,6,5,6,5,3,5,5,5,NA,NA,NA,NA,NA,2,72,110,2,4,3,3,3,4,4,1,3,"online",1,"75 bis 79","Alteingesessen","20001 bis 50000",111,"Dietikon"
"1098",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,3,"P&P",1,"75 bis 79","Alteingesessen","10001 bis 20000",106,"Horgen"
"1099",6,3,4,4,7,7,4,2,4,7,6,7,6,4,5,5,1,3,4,7,7,2,7,NA,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,11,7,6,4,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,4,"online",2,"55 bis 59","Alteingesessen","20001 bis 50000",103,"Bülach"
"1100",4,4,5,3,5,4,6,4,6,4,3,2,6,6,6,6,6,4,7,5,4,4,6,5,5,2,3,5,7,4,2,2,2,5,5,4,5,4,4,6,6,4,6,NA,NA,6,6,NA,NA,NA,NA,NA,6,6,5,NA,3,NA,3,2,4,15,10,13,2,50,100,3,1,4,2,2,NA,NA,NA,4,"online",2,"30 bis 34","Alteingesessen","10001 bis 20000",106,"Horgen"
"1101",4,4,4,1,7,7,7,1,3,1,1,7,7,7,1,7,7,7,4,7,1,4,4,4,7,7,5,7,7,4,4,5,7,7,7,4,5,7,4,7,6,7,7,NA,NA,7,7,NA,NA,NA,NA,5,6,NA,7,7,NA,7,NA,9,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,"online",1,"60 bis 64","Alteingesessen","1001 bis 2000",101,"Affoltern"
"1102",2,4,5,4,7,5,6,4,7,4,6,5,6,4,6,5,5,6,7,7,5,4,6,5,6,5,5,7,7,5,6,6,4,5,6,4,5,5,7,6,6,4,6,5,6,6,6,6,6,NA,6,6,6,5,6,4,5,6,3,2,14,4,6,3,2,90,115,2,2,3,4,3,1,2,3,4,"online",2,"65 bis 69","Alteingesessen","20001 bis 50000",109,"Uster"
"1103",4,2,7,6,7,7,7,7,7,6,7,6,7,6,7,NA,NA,7,7,7,7,2,7,6,7,7,7,7,7,6,7,6,3,7,NA,6,7,6,5,7,2,6,5,4,NA,6,5,NA,NA,NA,NA,NA,NA,7,6,5,6,5,3,7,4,3,2,1,NA,NA,NA,1,3,3,4,3,NA,3,1,2,"online",2,"60 bis 64","Alteingesessen","5001 bis 10000",109,"Uster"
"1104",2,4,7,1,1,6,7,5,6,3,6,4,7,1,4,4,1,6,6,7,7,3,4,7,7,5,6,3,3,2,6,6,2,1,1,2,3,5,3,4,4,5,6,NA,6,2,6,NA,5,6,NA,6,NA,5,6,6,2,6,5,14,10,5,11,4,2,90,105,3,3,4,4,4,2,2,1,3,"online",1,"45 bis 49","Alteingesessen","5001 bis 10000",111,"Dietikon"
"1105",5,4,7,6,7,6,7,6,7,7,6,6,6,6,7,7,6,7,7,7,7,4,6,6,7,6,6,7,7,6,6,6,6,7,7,6,7,6,6,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,4,1,2,9,16,2,20,50,2,NA,NA,NA,NA,3,3,3,3,"online",2,"30 bis 34","Neuzuzüger",">100000",112,"Zürich"
"1106",5,4,7,1,1,3,7,7,4,2,4,3,3,1,1,7,1,7,4,5,1,3,7,6,7,7,5,5,1,3,6,7,1,1,1,1,2,6,1,7,7,5,5,7,3,7,2,2,3,6,1,2,1,1,2,5,2,6,4,3,NA,NA,NA,NA,2,85,105,1,1,1,3,1,1,1,1,1,"online",1,"65 bis 69","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"1107",1,4,6,4,5,3,5,5,7,5,4,4,5,6,6,6,5,5,7,5,5,NA,4,3,5,5,5,6,7,4,5,4,4,6,6,5,5,5,5,5,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,3,2,9,11,4,13,2,80,120,3,2,3,4,3,2,3,2,3,"online",2,"30 bis 34","Neuzuzüger",">100000",112,"Zürich"
"1108",6,4,4,6,5,5,6,2,7,6,3,4,7,6,7,6,2,4,7,7,5,4,3,3,7,4,6,7,5,5,6,5,5,7,5,4,7,4,7,7,NA,6,7,NA,5,6,7,NA,5,5,NA,7,5,6,7,7,5,NA,3,2,4,10,3,13,1,NA,NA,3,2,4,4,2,3,3,1,3,"online",1,"25 bis 29","Alteingesessen","5001 bis 10000",107,"Meilen"
"1109",3,3,7,4,4,6,6,4,7,4,1,1,7,7,5,7,1,6,5,6,7,3,6,7,7,4,6,4,5,2,4,1,4,4,2,2,6,7,1,4,4,1,4,4,3,NA,1,4,4,7,4,4,4,3,3,4,7,4,4,3,5,2,7,NA,NA,NA,NA,3,2,1,4,3,2,1,3,3,"online",1,"18 bis 24","Alteingesessen","1001 bis 2000",103,"Bülach"
"1110",7,4,7,7,NA,7,7,3,7,NA,NA,NA,7,7,7,NA,NA,7,7,7,NA,4,6,6,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,7,4,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,6,NA,7,4,10,3,1,13,15,2,82,112,NA,NA,4,4,3,1,2,1,3,"P&P",1,"75 bis 79","Neuzuzüger",">100000",110,"Winterthur"
"1111",NA,NA,4,7,4,NA,5,3,NA,5,5,NA,4,4,4,5,NA,5,6,3,NA,NA,3,4,4,3,3,5,NA,NA,4,4,3,NA,NA,5,5,4,4,4,3,4,4,NA,3,5,NA,NA,4,4,3,NA,NA,5,5,4,4,4,4,3,14,4,15,5,NA,115,125,2,2,1,3,1,NA,3,2,NA,"P&P",2,"80+","Alteingesessen",">100000",110,"Winterthur"
"1112",8,3,6,1,2,5,6,3,6,1,2,1,6,1,6,6,3,6,6,6,6,3,4,5,7,5,5,7,7,7,7,6,NA,7,7,5,5,6,7,7,6,5,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,3,2,9,13,7,11,2,92,109,3,2,4,4,3,3,3,2,4,"online",2,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"1113",4,3,7,5,7,7,5,7,7,5,7,6,7,7,5,7,7,5,7,7,7,2,7,5,6,5,7,6,7,5,7,7,5,7,5,5,5,5,7,5,5,6,4,4,5,6,5,4,5,5,4,4,4,5,5,5,2,4,5,9,7,11,12,NA,2,91,101,3,2,2,3,3,4,4,2,2,"online",2,"30 bis 34","Alteingesessen","20001 bis 50000",105,"Hinwil"
"1114",1,3,NA,7,7,7,7,6,6,7,7,6,7,5,6,7,5,6,7,7,5,3,6,7,7,6,6,7,6,7,7,7,6,7,6,7,7,6,5,6,6,5,6,NA,NA,6,6,5,6,4,6,3,6,NA,6,6,4,7,3,11,1,9,4,7,2,85,100,2,1,2,2,3,2,2,3,3,"online",2,"25 bis 29","Alteingesessen","5001 bis 10000",105,"Hinwil"
"1115",6,4,5,5,6,5,NA,3,5,5,5,5,6,4,6,7,5,3,6,6,NA,4,5,6,6,5,5,5,5,7,7,7,3,3,3,6,6,6,7,7,6,6,6,6,6,7,5,6,7,7,5,NA,NA,6,6,6,6,6,NA,6,1,15,NA,NA,NA,NA,NA,1,1,3,3,3,4,4,4,4,"P&P",1,"70 bis 74","Alteingesessen","2001 bis 5000",104,"Dielsdorf"
"1116",3,4,4,2,6,5,5,4,4,3,4,6,5,4,6,5,5,5,6,6,5,2,4,5,6,5,4,6,4,6,4,5,2,6,5,4,4,6,6,6,5,6,6,NA,NA,6,4,1,4,2,4,4,4,4,4,5,3,5,3,2,15,5,4,6,2,80,115,3,4,4,4,4,2,3,3,3,"online",2,"40 bis 44","Alteingesessen","<1000",102,"Andelfingen"
"1117",3,4,6,2,1,3,7,4,6,5,3,3,5,6,7,6,1,7,6,4,7,4,6,6,5,5,6,6,1,3,3,3,5,1,1,4,6,5,6,7,4,7,6,4,4,7,NA,NA,NA,5,NA,NA,NA,6,7,6,6,5,3,15,1,10,3,4,2,100,120,3,2,3,4,3,3,3,1,4,"online",2,"55 bis 59","Alteingesessen","20001 bis 50000",103,"Bülach"
"1118",2,4,7,5,7,6,6,7,7,6,6,6,7,5,6,7,7,7,7,7,6,4,6,6,7,6,6,7,7,5,6,6,4,7,7,5,6,7,6,6,4,5,5,4,4,6,NA,NA,NA,NA,NA,NA,3,4,4,2,3,5,5,9,2,4,6,11,2,80,120,2,1,1,4,3,2,3,1,3,"online",1,"35 bis 39","Neuzuzüger","10001 bis 20000",105,"Hinwil"
"1119",2,4,2,3,6,4,6,6,6,3,6,5,4,5,7,6,5,6,7,6,6,4,4,5,6,2,2,6,6,5,5,5,3,2,5,2,2,2,3,6,7,7,7,7,7,7,7,7,7,7,NA,7,NA,7,7,6,7,7,3,2,3,11,4,15,NA,NA,NA,3,2,3,4,3,1,1,2,3,"online",1,"75 bis 79","Alteingesessen","10001 bis 20000",107,"Meilen"
"1120",6,4,6,5,1,6,7,5,6,6,6,5,7,7,7,6,1,6,7,7,7,4,5,5,7,4,NA,6,NA,6,5,NA,5,1,NA,4,7,5,6,6,7,6,7,NA,5,7,NA,NA,NA,NA,NA,NA,NA,5,6,7,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,2,"online",2,"50 bis 54","Neuzuzüger","10001 bis 20000",107,"Meilen"
"1121",NA,4,7,NA,NA,6,7,5,5,6,7,7,6,6,7,7,NA,5,7,7,NA,4,NA,7,7,NA,6,7,7,6,7,7,6,7,NA,6,7,6,NA,NA,4,7,7,NA,NA,7,NA,6,7,7,NA,6,NA,6,6,NA,NA,NA,4,3,11,4,15,7,2,85,115,2,3,2,4,3,2,2,3,4,"P&P",2,"80+","Alteingesessen","10001 bis 20000",105,"Hinwil"
"1122",2,4,6,NA,1,5,6,5,5,NA,2,1,6,3,1,NA,1,6,6,6,1,4,5,4,6,6,4,6,1,4,4,1,2,1,1,4,4,6,2,6,6,6,6,6,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,6,3,3,8,4,15,5,2,85,120,2,3,2,4,2,2,NA,NA,3,"online",1,"80+","Alteingesessen","10001 bis 20000",107,"Meilen"
"1123",6,4,7,5,7,7,NA,7,6,4,4,4,7,1,4,4,7,7,7,7,6,3,5,6,7,5,6,6,7,6,6,6,7,6,6,5,6,7,5,6,6,4,5,5,5,6,4,4,4,6,6,4,4,5,5,5,4,5,3,9,3,2,6,10,2,60,90,2,4,2,3,2,1,1,2,3,"online",2,"35 bis 39","Neuzuzüger","10001 bis 20000",107,"Meilen"
"1124",5,3,7,1,6,6,7,6,7,3,2,6,7,5,7,7,5,3,7,6,4,NA,6,4,6,NA,7,6,5,6,5,2,6,4,4,3,2,6,1,7,NA,7,7,NA,6,7,7,NA,7,NA,NA,7,6,7,7,7,7,6,3,2,3,15,4,13,2,72,111,2,3,3,3,3,2,2,NA,2,"online",2,"18 bis 24","Alteingesessen","10001 bis 20000",105,"Hinwil"
"1125",6,4,4,5,5,5,7,3,3,4,4,5,5,6,3,6,NA,5,7,5,NA,3,7,5,7,7,5,7,7,7,7,7,7,5,NA,5,5,5,5,5,7,7,4,NA,NA,7,NA,7,7,7,NA,NA,NA,4,6,6,4,7,4,3,14,4,NA,NA,NA,90,100,2,2,3,3,3,2,2,2,3,"P&P",2,"70 bis 74","Alteingesessen","10001 bis 20000",105,"Hinwil"
"1126",6,4,6,4,6,6,7,6,3,3,3,3,7,5,7,6,7,6,5,7,7,4,6,5,6,6,5,6,7,5,7,7,4,6,7,6,6,6,6,7,7,7,6,6,6,6,7,7,7,7,NA,7,7,7,7,6,6,7,3,9,10,3,15,6,2,90,120,3,1,4,4,4,3,3,3,3,"online",2,"45 bis 49","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"1127",2,4,6,6,6,NA,7,7,5,6,6,6,6,6,6,7,6,7,7,7,6,4,7,7,7,NA,NA,7,7,7,7,7,7,7,5,7,7,NA,NA,7,6,6,6,NA,NA,7,6,7,7,5,NA,NA,NA,7,7,NA,NA,7,4,3,11,7,8,15,2,85,112,2,1,2,4,3,2,3,1,3,"P&P",2,"75 bis 79","Alteingesessen","5001 bis 10000",111,"Dietikon"
"1128",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,"online",2,"40 bis 44","Alteingesessen","10001 bis 20000",108,"Pfäffikon"
"1129",4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,6,7,7,7,7,7,NA,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,2,3,6,4,15,2,85,117,2,4,4,3,2,2,2,1,3,"online",2,"50 bis 54","Alteingesessen","5001 bis 10000",104,"Dielsdorf"
"1130",2,4,6,5,5,7,7,7,7,5,NA,7,7,7,7,7,5,7,6,7,5,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,6,10,NA,NA,2,25,55,2,2,4,NA,NA,NA,NA,3,NA,"P&P",2,"75 bis 79","Alteingesessen","20001 bis 50000",109,"Uster"
"1131",2,3,5,4,NA,5,6,5,6,5,6,5,5,5,3,5,2,5,6,5,3,2,5,5,6,6,4,6,3,5,6,6,2,4,3,5,5,5,7,6,4,5,6,3,3,3,5,5,4,3,NA,3,6,4,4,5,3,3,4,7,2,6,9,11,2,80,120,2,2,3,3,3,2,2,1,3,"online",1,"70 bis 74","Alteingesessen","10001 bis 20000",101,"Affoltern"
"1132",4,4,7,4,2,5,6,7,7,5,3,6,6,3,3,6,2,2,7,6,5,4,1,6,5,2,6,6,2,2,1,2,1,1,2,1,7,1,5,2,2,2,2,2,6,7,2,2,2,2,2,2,2,2,7,2,7,2,5,1,4,8,12,5,2,27,74,NA,4,4,NA,NA,4,4,4,NA,"online",1,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"1133",2,4,7,4,7,7,7,7,7,7,7,7,7,7,4,7,7,6,7,7,6,3,7,7,7,NA,NA,7,7,7,7,7,5,7,7,7,7,7,7,7,4,5,5,NA,NA,7,6,6,NA,5,NA,1,NA,2,2,5,2,4,3,2,10,1,13,NA,2,80,80,1,NA,NA,NA,NA,NA,4,NA,NA,"online",1,"55 bis 59","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"1134",NA,4,5,3,5,NA,5,5,5,3,3,3,5,3,7,5,5,5,5,5,NA,3,5,5,7,5,3,7,7,5,5,5,7,5,3,4,5,5,3,5,5,NA,NA,NA,NA,7,6,NA,NA,5,NA,5,5,5,5,5,NA,5,4,2,3,4,10,15,2,75,85,1,4,NA,4,NA,NA,NA,NA,4,"P&P",1,"70 bis 74","Neuzuzüger","20001 bis 50000",103,"Bülach"
"1135",3,4,4,1,5,4,6,4,4,2,2,2,4,5,5,2,2,6,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,3,3,5,4,4,4,2,4,3,4,3,3,3,3,4,3,2,4,6,5,11,2,85,110,2,3,4,3,4,1,2,2,3,"online",1,"55 bis 59","Alteingesessen","2001 bis 5000",101,"Affoltern"
"1136",2,4,5,3,NA,4,5,3,5,5,NA,5,5,4,4,NA,1,6,3,4,NA,4,5,5,5,5,2,6,6,5,5,5,5,5,5,4,5,5,2,6,6,6,5,5,NA,6,6,NA,6,5,NA,5,NA,5,5,5,NA,5,3,4,2,12,11,3,NA,NA,NA,2,2,2,3,2,NA,NA,NA,NA,"online",2,"70 bis 74","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"1137",6,4,7,2,7,6,7,1,7,7,6,3,5,7,7,7,7,5,7,5,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,5,16,1,5,3,9,NA,NA,NA,2,3,2,3,2,3,2,2,2,"online",1,"18 bis 24","Alteingesessen","5001 bis 10000",103,"Bülach"
"1138",6,4,7,4,6,5,7,4,3,3,3,4,6,5,7,5,6,7,7,6,5,3,6,1,4,4,4,4,5,6,5,5,5,7,7,3,3,5,7,7,5,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,2,3,15,2,9,1,7,2,90,120,3,1,3,4,3,3,2,1,3,"online",1,"40 bis 44","Alteingesessen","2001 bis 5000",109,"Uster"
"1139",1,4,6,6,7,7,7,4,5,7,6,5,6,6,7,3,7,6,7,6,6,4,7,6,7,6,6,7,7,5,5,6,7,7,6,6,7,6,5,7,7,6,7,6,6,7,7,6,6,6,7,7,5,6,7,6,5,7,4,13,NA,NA,NA,NA,2,63,107,NA,2,1,3,4,1,4,3,4,"online",1,"45 bis 49","Alteingesessen","10001 bis 20000",104,"Dielsdorf"
"1140",2,4,7,4,5,7,7,7,7,5,5,5,7,6,NA,7,3,4,7,7,6,3,7,7,7,NA,7,7,7,5,6,6,2,4,4,6,6,6,6,5,7,7,7,NA,NA,7,NA,5,6,6,2,5,NA,NA,6,NA,6,5,4,3,11,14,4,10,NA,85,113,2,NA,NA,NA,NA,NA,NA,NA,4,"P&P",2,"65 bis 69","Alteingesessen","5001 bis 10000",104,"Dielsdorf"
"1141",2,4,7,6,7,7,7,7,6,6,5,7,6,6,7,7,7,7,6,7,7,3,5,7,7,6,6,7,7,6,6,5,6,7,7,5,6,5,7,7,NA,7,6,NA,6,7,5,NA,NA,NA,6,6,4,6,7,6,7,6,4,2,3,9,15,4,NA,NA,NA,2,2,3,3,3,2,2,2,3,"online",2,"35 bis 39","Alteingesessen","2001 bis 5000",104,"Dielsdorf"
"1142",6,4,7,4,7,7,7,NA,7,7,7,7,7,6,6,7,5,7,7,7,NA,3,6,6,7,7,6,7,7,5,7,6,2,6,7,6,6,7,2,6,5,4,5,5,5,6,5,5,6,5,4,5,5,5,6,4,3,5,5,2,5,1,14,3,2,75,100,3,2,2,3,3,2,2,2,3,"online",1,"75 bis 79","Alteingesessen",">100000",110,"Winterthur"
"1143",2,4,3,5,NA,4,6,2,5,3,NA,NA,3,5,4,4,NA,3,6,6,3,3,NA,5,4,NA,NA,4,NA,5,NA,5,NA,NA,NA,5,4,4,5,5,NA,5,5,NA,4,4,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,5,4,NA,NA,NA,NA,NA,2,50,100,2,NA,3,3,3,3,3,2,3,"online",1,"50 bis 54","Alteingesessen","5001 bis 10000",104,"Dielsdorf"
"1144",8,3,7,6,7,5,6,5,7,5,5,4,6,7,6,5,6,7,5,5,6,3,6,4,7,6,5,7,7,6,4,5,4,6,6,4,4,5,7,7,6,5,6,6,3,6,5,4,5,3,5,5,3,2,5,5,6,6,3,9,2,11,10,1,NA,NA,NA,3,2,4,3,1,2,2,1,NA,"online",1,"45 bis 49","Alteingesessen","2001 bis 5000",103,"Bülach"
